caseId,volume,page,year,caseTitle,oldCite,usCite,dateDecision,docket,term,termId,issue,dateArgument,daysArgument,votesPetitioner,votesRespondent,advocateName,advocateRole,pdfSource,urlOyez
"54431",516,137,1995,"Robinson v. United States","","516 U.S. 137","1995-12-06","94-7448","1995","1995-10","statutory construction of criminal laws: firearms","1995-10-30",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1995/94-7448"
"54438",518,81,1996,"Koon v. United States","","518 U.S. 81","1996-06-13","94-1664","1995","1995-10","statutory construction of criminal laws: sentencing guidelines","1996-02-20",1,5,4,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1995/94-1664"
"54399",518,267,1996,"United States v. Ursery","","518 U.S. 267","1996-06-24","95-345","1995","1995-10","double jeopardy","1996-04-17",1,8,1,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1995/95-345"
"54541",519,482,1997,"United States v. Wells","","519 U.S. 482","1997-02-26","95-1228","1996","1996-10","statutory construction of criminal laws: false statements (cf. statutory construction of criminal laws: perjury)","1996-11-04",1,8,1,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1996/95-1228"
"54516",520,751,1997,"United States v. LaBonte","","520 U.S. 751","1997-05-27","95-1726","1996","1996-10","statutory construction of criminal laws: sentencing guidelines","1997-01-07",1,6,3,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1996/95-1726"
"54493",520,461,1997,"Johnson v. United States","","520 U.S. 461","1997-05-12","96-203","1996","1996-10","Federal Rules of Criminal Procedure","1997-02-25",1,0,9,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1996/96-203"
"54552",521,642,1997,"United States v. O'Hagan","","521 U.S. 642","1997-06-25","96-842","1996","1996-10","federal or state regulation of securities","1997-04-16",1,6,3,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1996/96-842"
"54648",522,93,1997,"Hudson v. United States","","522 U.S. 93","1997-12-10","96-976","1997","1997-10","double jeopardy","1997-10-08",1,0,9,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1997/96-976"
"54613",523,303,1998,"United States v. Scheffer","","523 U.S. 303","1998-03-31","96-1133","1997","1997-10","confrontation (right to confront accuser, call and cross-examine witnesses)","1997-11-03",1,8,1,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1997/96-1133"
"54604",523,614,1998,"Bousley v. United States","","523 U.S. 614","1998-05-18","96-8516","1997","1997-10","habeas corpus","1998-03-03",1,7,2,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1997/96-8516"
"54649",524,666,1998,"United States v. Balsys","","524 U.S. 666","1998-06-25","97-873","1997","1997-10","self-incrimination, immunity from prosecution","1998-04-20",1,7,2,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1997/97-873"
"54703",526,314,1999,"Mitchell v. United States","","526 U.S. 314","1999-04-05","97-7541","1998","1998-10","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","1998-12-09",1,5,4,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1998/97-7541"
"54743",527,373,1999,"Jones v. United States","","527 U.S. 373","1999-06-21","97-9361","1998","1998-10","cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)","1999-02-22",1,4,5,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1998/97-9361"
"54680",526,529,1999,"Clinton v. Goldsmith","","526 U.S. 529","1999-05-17","98-347","1998","1998-10","judicial administration: jurisdiction or authority of federal courts of appeals","1999-03-22",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1998/98-347"
"54836",528,304,2000,"United States  v. Martinez-Salazar","","528 U.S. 304","2000-01-19","98-1255","1999","1999-10","Federal Rules of Criminal Procedure","1999-11-29",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1999/98-1255"
"54813",530,27,2000,"United States v. Hubbell","","530 U.S. 27","2000-06-05","99-166","1999","1999-10","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","2000-02-22",1,1,8,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1999/99-166"
"54797",529,848,2000,"Jones v. United States","","529 U.S. 848","2000-05-22","99-5739","1999","1999-10","statutory construction of criminal laws: miscellaneous","2000-03-21",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/1999/99-5739"
"54871",531,12,2000,"Cleveland v. United States","","531 U.S. 12","2000-11-07","99-804","2000","2000-10","statutory construction of criminal laws: fraud","2000-10-10",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2000/99-804"
"54927",531,198,2001,"Glover v. United States","","531 U.S. 198","2001-01-09","99-8576","2000","2000-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2000-11-27",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2000/99-8576"
"54864",532,374,2001,"Daniels v. United States","","532 U.S. 374","2001-04-25","99-9136","2000","2000-10","statutory construction of criminal laws: miscellaneous","2001-01-08",1,4,5,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2000/99-9136"
"54915",533,27,2001,"Kyllo v. United States","","533 U.S. 27","2001-06-11","99-8508","2000","2000-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2001-02-20",1,5,4,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2000/99-8508"
"55024",535,55,2002,"United States v. Vonn","","535 U.S. 55","2002-03-04","00-973","2001","2001-10","Federal Rules of Criminal Procedure","2001-11-06",1,8,1,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2001/00-973"
"54965",536,545,2002,"Harris v. United States","","536 U.S. 545","2002-06-24","00-10666","2001","2001-10","jury trial (right to, as distinct from extra-legal jury influences)","2002-03-25",1,4,5,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2001/00-10666"
"54970",535,625,2002,"United States v. Cotton","","535 U.S. 625","2002-05-20","01-687","2001","2001-10","Federal Rules of Criminal Procedure","2002-04-15",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2001/01-687"
"55093",537,270,2003,"United States v. Jimenez Recio","","537 U.S. 270","2003-01-21","01-1184","2002","2002-10","subconstitutional fair procedure: conspiracy (cf. Federal Rules of Criminal Procedure: conspiracy)","2002-11-12",1,8,1,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2002/01-1184"
"55041",538,343,2003,"Virginia v. Black","","538 U.S. 343","2003-04-07","01-1107","2002","2002-10","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","2002-12-11",1,7,2,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2002/01-1107"
"55047",539,166,2003,"Sell v. United States","","539 U.S. 166","2003-06-16","02-5664","2002","2002-10","due process: prisoners' rights and defendants' rights","2003-03-03",1,6,3,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2002/02-5664"
"55046",539,113,2003,"Virginia v. Hicks","","539 U.S. 113","2003-06-16","02-371","2002","2002-10","First Amendment, miscellaneous (cf. comity: First Amendment)","2003-04-30",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2002/02-371"
"55192",541,36,2004,"Crawford v. Washington","","541 U.S. 36","2004-03-08","02-9410","2003","2003-10","confrontation (right to confront accuser, call and cross-examine witnesses)","2003-11-10",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2003/02-9410"
"55138",542,630,2004,"United States v. Patane","","542 U.S. 630","2004-06-28","02-1183","2003","2003-10","Miranda warnings","2003-12-09",1,5,4,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2003/02-1183"
"55187",540,519,2004,"Fellers v. United States","","540 U.S. 519","2004-01-26","02-6320","2003","2003-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2003-12-10",1,9,0,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2003/02-6320"
"55141",541,600,2004,"Sabri v. United States","","541 U.S. 600","2004-05-17","03-44","2003","2003-10","national supremacy: miscellaneous","2004-03-03",1,0,9,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2003/03-44"
"55185",542,296,2004,"Blakely v. Washington","","542 U.S. 296","2004-06-24","02-1632","2003","2003-10","statutory construction of criminal laws: sentencing guidelines","2004-03-23",1,5,4,"Michael R. Dreeben","","loc","https://www.oyez.org/cases/2003/02-1632"
"55220",544,349,2005,"Pasquantino v. United States","","544 U.S. 349","2005-04-26","03-725","2004","2004-10","statutory construction of criminal laws: fraud","2004-11-09",1,4,5,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2004/03-725"
"55214",544,660,2005,"Medellín v. Dretke","","544 U.S. 660","2005-05-23","04-5928","2004","2004-10","no merits: writ improvidently granted","2005-03-28",1,4,5,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2004/04-5928"
"55247",544,696,2005,"Arthur Andersen LLP v. United States","","544 U.S. 696","2005-05-31","04-368","2004","2004-10","extra-legal jury influences: jury instructions (not necessarily in criminal cases)","2005-04-27",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2004/04-368"
"55346",547,103,2006,"Georgia v. Randolph","","547 U.S. 103","2006-03-22","04-1067","2005","2005-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2005-11-08",1,3,5,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2005/04-1067"
"55344",547,90,2006,"United States v. Grubbs","","547 U.S. 90","2006-03-21","04-1414","2005","2005-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2006-01-18",1,8,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2005/04-1414"
"55370",547,813,2006,"Davis v. Washington","","547 U.S. 813","2006-06-19","05-5224","2005","2005-10","confrontation (right to confront accuser, call and cross-examine witnesses)","2006-03-20",1,0,9,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2005/05-5224"
"55305",548,140,2006,"United States v. Gonzalez-Lopez","","548 U.S. 140","2006-06-26","05-352","2005","2005-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2006-04-18",1,4,5,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2005/05-352"
"55445",549,102,2007,"United States v. Resendiz-Ponce","","549 U.S. 102","2007-01-09","05-998","2006","2006-10","statutory construction of criminal laws: immigration (cf. immigration and naturalization)","2006-10-10",1,8,1,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2006/05-998"
"55416",551,87,2007,"Claiborne v. United States","","551 U.S. 87","2007-06-04","06-5618","2006","2006-10","mootness (cf. standing to sue: live dispute)","2007-02-20",1,0,9,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2006/06-5618"
"55400",551,338,2007,"Rita v. United States","","551 U.S. 338","2007-06-21","06-5754","2006","2006-10","statutory construction of criminal laws: sentencing guidelines","2007-02-20",1,1,8,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2006/06-5754"
"55441",551,1,2007,"Uttecht v. Brown","","551 U.S. 1","2007-06-04","06-413","2006","2006-10","extra-legal jury influences: jurors and death penalty (cf. cruel and unusual punishment)","2007-04-17",1,5,4,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2006/06-413"
"55474",552,85,2007,"Kimbrough v. United States","","552 U.S. 85","2007-12-10","06-6330","2007","2007-10","statutory construction of criminal laws: sentencing guidelines","2007-10-02",1,7,2,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2007/06-6330"
"55512",552,38,2007,"Gall v. United States","","552 U.S. 38","2007-12-10","06-7949","2007","2007-10","statutory construction of criminal laws: sentencing guidelines","2007-10-02",1,7,2,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2007/06-7949"
"55515",553,164,2008,"Virginia v. Moore","","553 U.S. 164","2008-04-23","06-1082","2007","2007-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2008-01-14",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2007/06-1082"
"55528",554,164,2008,"Indiana v. Edwards","","554 U.S. 164","2008-06-19","07-208","2007","2007-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2008-03-26",1,7,2,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2007/07-208"
"55601",555,0,2009,"Herring v. United States","","555 U.S. ___","2009-01-14","07-513","2008","2008-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2008-10-07",1,4,5,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2008/07-513"
"55597",555,0,2009,"Van de Kamp v. Goldstein","","555 U.S. ___","2009-01-26","07-854","2008","2008-10","liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)","2008-11-05",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2008/07-854"
"55547",556,0,2009,"Corley v. United States","","556 U.S. ___","2009-04-06","07-10441","2008","2008-10","subconstitutional fair procedure: presentation, admissibility, or sufficiency of evidence (not necessarily a criminal case)","2009-01-21",1,5,4,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2008/07-10441"
"55610",557,0,2009,"Yeager v. United States","","557 U.S. ___","2009-06-18","08-67","2008","2008-10","double jeopardy","2009-03-23",1,6,3,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2008/08-67"
"55658",559,356,2010,"Padilla v. Kentucky","","559 U.S. 356","2010-03-31","08-651","2009","2009-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2009-10-13",1,7,2,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2009/08-651"
"55705",561,476,2010,"Weyhrauch v. United States","","561 U.S. 476","2010-06-24","08-1196","2009","2009-10","statutory construction of criminal laws: fraud","2009-12-08",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2009/08-1196"
"55664",561,465,2010,"Black v. United States","","561 U.S. 465","2010-06-24","08-876","2009","2009-10","extra-legal jury influences: jury instructions (not necessarily in criminal cases)","2009-12-08",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2009/08-876"
"55710",561,358,2010,"Skilling v. United States","","561 U.S. 358","2010-06-24","08-1394","2009","2009-10","statutory construction of criminal laws: fraud","2010-03-01",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2009/08-1394"
"55722",564,0,2011,"Bond v. United States","","564 U.S. ___","2011-06-16","09-1227","2010","2010-10","standing to sue: direct injury","2011-02-22",1,9,0,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2010/09-1227"
"55800",564,0,2011,"Davis v. United States","","564 U.S. ___","2011-06-16","09-11328","2010","2010-10","search and seizure, vehicles","2011-03-21",1,2,7,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2010/09-11328"
"55882",565,0,2012,"United States v. Jones","","565 U.S. ___","2012-01-23","10-1259","2011","2011-10","search and seizure, vehicles","2011-11-08",1,0,9,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2011/10-1259"
"55844",567,0,2012,"Williams v. Illinois","","567 U.S. ___","2012-06-18","10-8505","2011","2011-10","confrontation (right to confront accuser, call and cross-examine witnesses)","2011-12-06",1,4,5,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2011/10-8505"
"55858",567,0,2012,"Southern Union Company v. United States","","567 U.S. ___","2012-06-21","11-94","2011","2011-10","statutory construction of criminal laws: sentencing guidelines","2012-03-19",1,6,3,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2011/11-94"
"55880",567,0,2012,"Dorsey v. United States","","567 U.S. ___","2012-06-21","11-5683","2011","2011-10","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","2012-04-17",1,5,4,"Michael R. Dreeben","","scotusBound","https://www.oyez.org/cases/2011/11-5683"
"55934",568,342,2013,"Chaidez v. United States","","568 U.S. 342","2013-02-20","11-820","2012","2012-10","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","2012-11-01",1,2,7,"Michael R. Dreeben","","slipopinion/12","https://www.oyez.org/cases/2012/11-820"
"55942",570,0,2013,"Alleyne v. United States","","570 U.S. ___","2013-06-17","11-9335","2012","2012-10","statutory construction of criminal laws: sentencing guidelines","2013-01-14",1,5,4,"Michael R. Dreeben","","slipopinion/12","https://www.oyez.org/cases/2012/11-9335"
"55928",569,435,2013,"Maryland v. King","","569 U.S. 435","2013-06-03","12-207","2012","2012-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2013-02-26",1,5,4,"Michael R. Dreeben","","slipopinion/12","https://www.oyez.org/cases/2012/12-207"
"55898",570,0,2013,"United States v. Kebodeaux","","570 U.S. ___","2013-06-24","12-418","2012","2012-10","statutory construction of criminal laws: war crimes","2013-04-17",1,7,2,"Michael R. Dreeben","","slipopinion/12","https://www.oyez.org/cases/2012/12-418"
"56011",571,0,2014,"Kaley v. United States","","571 U.S. ___","2014-02-25","12-464","2013","2013-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2013-10-16",1,3,6,"Michael R. Dreeben","","slipopinion/13","https://www.oyez.org/cases/2013/12-464"
"56010",571,0,2013,"Unite Here Local 355 v. Mulhall","","571 U.S. ___","2013-12-10","12-99","2013","2013-10","labor-management disputes: bargaining","2013-11-13",1,3,6,"Michael R. Dreeben","","slipopinion/13","https://www.oyez.org/cases/2013/12-99"
"56030",572,0,2014,"Paroline v. United States","","572 U.S. ___","2014-04-23","12-8561","2013","2013-10","liability, punitive damages","2014-01-22",1,5,4,"Michael R. Dreeben","","slipopinion/13","https://www.oyez.org/cases/2013/12-8561"
"56108",576,0,2015,"Johnson v. United States","","576 U.S. ___","2015-06-26","13-7120","2014","2014-10","due process: prisoners' rights and defendants' rights","2014-11-05",1,8,1,"Michael R. Dreeben","","slipopinion/14","https://www.oyez.org/cases/2014/13-7120"
"56130",575,0,2015,"Elonis v. United States","","575 U.S. ___","2015-06-01","13-983","2014","2014-10","statutory construction of criminal laws: miscellaneous","2014-12-01",1,8,1,"Michael R. Dreeben","","slipopinion/14","https://www.oyez.org/cases/2014/13-983"
"56058",576,0,2015,"City of Los Angeles v. Patel","","576 U.S. ___","2015-06-22","13-1175","2014","2014-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2015-03-03",1,4,5,"Michael R. Dreeben","","slipopinion/14","https://www.oyez.org/cases/2014/13-1175"
"56177",577,0,2016,"Montgomery v. Louisiana","","577 U.S. ___","2016-01-25","14-280","2015","2015-10","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","2015-10-13",1,6,3,"Michael R. Dreeben","","slipopinion/15","https://www.oyez.org/cases/2015/14-280"
"62301",578,0,2016,"Luis v. United States","","578 U.S. ___","2016-03-30","14-419","2015","2015-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2015-11-10",1,5,3,"Michael R. Dreeben","","slipopinion/15","https://www.oyez.org/cases/2015/14-419"
"62664",578,0,2016,"Welch v. United States","","578 U.S. ___","2016-04-18","15-6418","2015","2015-10","retroactivity (of newly announced or newly enacted constitutional or statutory rights)","2016-03-30",1,7,1,"Michael R. Dreeben","","slipopinion/15","https://www.oyez.org/cases/2015/15-6418"
"62658",579,0,2016,"McDonnell v. United States","","579 U.S. ___","2016-06-27","15-474","2015","2015-10","statutory construction of criminal laws: fraud","2016-04-27",1,8,0,"Michael R. Dreeben","","slipopinion/15","https://www.oyez.org/cases/2015/15-474"
"62661",580,0,2016,"Salman v. United States","","580 U.S. ___","2016-12-06","15-628","2016","2016-10","statutory construction of criminal laws: fraud","2016-10-05",1,0,8,"Michael R. Dreeben","","slipopinion/16","https://www.oyez.org/cases/2016/15-628"
"62730",580,0,2017,"Beckles v. United States","","580 U.S. ___","2017-03-06","15-8544","2016","2016-10","statutory construction of criminal laws: sentencing guidelines","2016-11-28",1,0,7,"Michael R. Dreeben","","slipopinion/16","https://www.oyez.org/cases/2016/15-8544"
"62786",582,0,2017,"Turner v. United States","","582 U.S. ___","2017-06-22","15-1503","2016","2016-10","discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)","2017-03-29",1,2,6,"Michael R. Dreeben","","slipopinion/16","https://www.oyez.org/cases/2016/15-1503"
"62849",585,0,2018,"Carpenter v. United States","","585 U.S. ___","2018-06-22","16-402","2017","2017-10","search and seizure (other than as pertains to vehicles or Crime Control Act)","2017-11-29",1,5,4,"Michael R. Dreeben","","slipopinion/17","https://www.oyez.org/cases/2017/16-402"
"62903",584,0,2018,"United States v. Microsoft Corporation","","584 U.S. ___","2018-04-17","17-2","2017","2017-10","mootness (cf. standing to sue: live dispute)","2018-02-27",1,9,0,"Michael R. Dreeben","","slipopinion/17","https://www.oyez.org/cases/2017/17-2"
