caseId,volume,page,year,caseTitle,oldCite,usCite,dateDecision,docket,term,termId,issue,dateArgument,daysArgument,votesPetitioner,votesRespondent,advocateName,advocateRole,pdfSource,urlOyez
"55957",570,0,2013,"American Express Co., et al. v. Italian Colors Restaurant","","570 U.S. ___","2013-06-20","12-133","2012","2012-10","","2013-02-27",1,0,0,"Paul D. Clement","","slipopinion/12","https://www.oyez.org/cases/2012/12-133"
"55969",570,0,2013,"Maracich v. Spears","","570 U.S. ___","2013-06-17","12-25","2012","2012-10","","2013-01-09",1,0,0,"Paul D. Clement","","slipopinion/12","https://www.oyez.org/cases/2012/12-25"
"55958",569,329,2013,"PPL Corporation v. Commissioner of Internal Revenue","","569 U.S. 329","2013-05-20","12-43","2012","2012-10","","2013-02-20",1,0,0,"Paul D. Clement","","slipopinion/12","https://www.oyez.org/cases/2012/12-43"
"55952",570,0,2013,"Sekhar v. United States","","570 U.S. ___","2013-06-26","12-357","2012","2012-10","","2013-04-23",1,0,0,"Paul D. Clement","","slipopinion/12","https://www.oyez.org/cases/2012/12-357"
"55916",570,0,2013,"United States v. Windsor","","570 U.S. ___","2013-06-26","12-307","2012","2012-10","","2013-03-27",1,0,0,"Paul D. Clement","","slipopinion/12","https://www.oyez.org/cases/2012/12-307"
"55859",567,0,2012,"Arizona v. United States","","567 U.S. ___","2012-06-25","11-182","2011","2011-10","","2012-04-25",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/11-182"
"55833",566,0,2012,"Armour v. City of Indianapolis","","566 U.S. ___","2012-06-04","11-161","2011","2011-10","","2012-02-29",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/11-161"
"55820",567,0,2012,"Christopher v. SmithKline","","567 U.S. ___","2012-06-18","11-204","2011","2011-10","","2012-04-16",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/11-204"
"55837",567,0,2012,"National Federation of Independent Business v. Sebelius","","567 U.S. ___","2012-06-28","11-393","2011","2011-10","","2012-03-26,2012-03-27,2012-03-28",3,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/11-393"
"55826",565,0,2012,"Pacific Operators Offshore v. Valladolid","","565 U.S. ___","2012-01-11","10-507","2011","2011-10","","2011-10-11",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/10-507"
"55828",565,0,2012,"Perry v. Perez","","565 U.S. ___","2012-01-20","11-713","2011","2011-10","","2012-01-09",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/11-713"
"55838",565,0,2012,"PPL Montana v. Montana","","565 U.S. ___","2012-02-22","10-218","2011","2011-10","","2011-12-07",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2011/10-218"
"55722",564,0,2011,"Bond v. United States","","564 U.S. ___","2011-06-16","09-1227","2010","2010-10","","2011-02-22",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2010/09-1227"
"55697",561,742,2010,"McDonald v. Chicago","","561 U.S. 742","2010-06-28","08-1521","2009","2009-10","","2010-03-02",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2009/08-1521"
"55648",559,542,2010,"Perdue v. Kenny A.","","559 U.S. 542","2010-04-21","08-970","2009","2009-10","","2009-10-14",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2009/08-970"
"55631",558,1103,2010,"Pottawattamie County v. McGhee","","558 U.S. 1103","2010-01-04","08-1065","2009","2009-10","","2009-11-04",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2009/08-1065"
"55498",553,723,2008,"Boumediene v. Bush","","553 U.S. 723","2008-06-12","06-1195","2007","2007-10","","2007-12-05",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/06-1195"
"55516",553,442,2008,"CBOCS West, Inc. v. Humphries","","553 U.S. 442","2008-05-27","06-1431","2007","2007-10","","2008-02-20",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/06-1431"
"55488",553,181,2008,"Crawford v. Marion County Election Board","","553 U.S. 181","2008-04-28","07-21","2007","2007-10","","2008-01-09",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/07-21"
"55469",554,724,2008,"Davis v. Federal Election Commission","","554 U.S. 724","2008-06-26","07-320","2007","2007-10","","2008-04-22",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/07-320"
"55490",554,570,2008,"District of Columbia v. Heller","","554 U.S. 570","2008-06-26","07-290","2007","2007-10","","2008-03-18",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/07-290"
"55482",552,491,2008,"Medellin v. Texas","","552 U.S. 491","2008-03-25","06-984","2007","2007-10","","2007-10-10",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/06-984"
"55529",553,285,2008,"United States v. Williams","","553 U.S. 285","2008-05-19","06-694","2007","2007-10","","2007-10-30",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2007/06-694"
"55444",551,264,2007,"Credit Suisse Securities (USA) LLC v. Billing","","551 U.S. 264","2007-06-18","05-1157","2006","2006-10","","2007-03-27",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/05-1157"
"55391",551,177,2007,"Davenport v. Washington Education Association","","551 U.S. 177","2007-06-14","05-1589","2006","2006-10","","2007-01-10",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/05-1589"
"55412",551,449,2007,"Federal Election Commission v. Wisconsin Right to Life, Inc.","","551 U.S. 449","2007-06-25","06-969","2006","2006-10","","2007-04-25",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/06-969"
"55425",550,124,2007,"Gonzales v. Carhart","","550 U.S. 124","2007-04-18","05-380","2006","2006-10","","2006-11-08",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/05-380"
"55438",550,124,2007,"Gonzales v. Planned Parenthood Federation of America, Inc.","","550 U.S. 124","2007-04-18","05-1382","2006","2006-10","","2006-11-08",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/05-1382"
"55393",551,587,2007,"Hein v. Freedom From Religion Foundation, Inc.","","551 U.S. 587","2007-06-25","06-157","2006","2006-10","","2007-02-28",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/06-157"
"55395",551,701,2007,"Meredith v. Jefferson County Board of Education","","551 U.S. 701","2007-06-28","05-915","2006","2006-10","","2006-12-04",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/05-915"
"55456",551,701,2007,"Parents Involved in Community Schools v. Seattle School District No. 1","","551 U.S. 701","2007-06-28","05-908","2006","2006-10","","2006-12-04",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2006/05-908"
"55349",546,320,2006,"Ayotte v. Planned Parenthood of Northern New England","","546 U.S. 320","2006-01-18","04-1144","2005","2005-10","","2005-11-30",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/04-1144"
"55338",548,735,2006,"Clark v. Arizona","","548 U.S. 735","2006-06-29","05-5966","2005","2005-10","","2006-04-19",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/05-5966"
"55324",546,243,2006,"Gonzales v. Oregon","","546 U.S. 243","2006-01-17","04-623","2005","2005-10","","2005-10-05",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/04-623"
"55307",548,557,2006,"Hamdan v. Rumsfeld","","548 U.S. 557","2006-06-29","05-184","2005","2005-10","","2006-03-28",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/05-184"
"55326",547,715,2006,"Rapanos v. United States","","547 U.S. 715","2006-06-19","04-1034","2005","2005-10","","2006-02-21",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/04-1034"
"55342",547,47,2006,"Rumsfeld v. Forum for Academic and Institutional Rights, Inc.","","547 U.S. 47","2006-03-06","04-1152","2005","2005-10","","2005-12-06",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/04-1152"
"55366",546,151,2006,"United States v. Georgia","","546 U.S. 151","2006-01-10","04-1203","2005","2005-10","","2005-11-09",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/04-1203"
"55320",546,410,2006,"Wisconsin Right to Life, Inc. v. Federal Election Commission","","546 U.S. 410","2006-01-23","04-1581","2005","2005-10","","2006-01-17",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2005/04-1581"
"55271",544,709,2005,"Cutter v. Wilkinson","","544 U.S. 709","2005-05-31","03-9877","2004","2004-10","","2005-03-21",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/03-9877"
"55232",545,1,2005,"Gonzales v. Raich","","545 U.S. 1","2005-06-06","03-1454","2004","2004-10","","2004-11-29",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/03-1454"
"55218",543,499,2005,"Johnson v. California","","543 U.S. 499","2005-02-23","03-636","2004","2004-10","","2004-11-02",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/03-636"
"55270",545,0,2005,"McCreary County v. American Civil Liberties Union of Ky.","","545 U.S. ___","2005-06-27","03-1693","2004","2004-10","","2005-03-02",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/03-1693"
"55239",544,903,2005,"MGM Studios v. Grokster","","544 U.S. 903","2005-06-27","04-480","2004","2004-10","","2005-03-29",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/04-480"
"55231",544,1,2005,"Tenet v. Doe","","544 U.S. 1","2005-03-02","03-1395","2004","2004-10","","2005-01-11",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/03-1395"
"55229",543,220,2005,"United States v. Booker","","543 U.S. 220","2005-01-12","04-104","2004","2004-10","","2004-10-04",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/04-104"
"55205",545,677,2005,"Van Orden v. Perry","","545 U.S. 677","2005-06-27","03-1500","2004","2004-10","","2005-03-02",1,0,0,"Paul D. Clement","","scotusBound","https://www.oyez.org/cases/2004/03-1500"
"55190",540,581,2004,"General Dynamics Land Systems Inc. v. Cline","","540 U.S. 581","2004-02-24","02-1080","2003","2003-10","","2003-11-12",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/02-1080"
"55155",542,507,2004,"Hamdi v. Rumsfeld","","542 U.S. 507","2004-06-28","03-6696","2003","2003-10","","2004-04-28",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/03-6696"
"56172",540,93,2003,"McConnell v. Federal Election Commission","","540 U.S. 93","2003-12-10","02-1674","2003","2003-10","","2003-09-08",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/02-1674"
"55147",540,44,2003,"Raytheon Company v. Hernandez","","540 U.S. 44","2003-12-02","02-749","2003","2003-10","","2003-10-08",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/02-749"
"55165",542,426,2004,"Rumsfeld v. Padilla","","542 U.S. 426","2004-06-28","03-1027","2003","2003-10","","2004-04-28",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/03-1027"
"55199",542,692,2004,"Sosa v. Alvarez-Machain","","542 U.S. 692","2004-06-29","03-339","2003","2003-10","","2004-03-30",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/03-339"
"55143",541,509,2004,"Tennessee v. Lane","","541 U.S. 509","2004-05-17","02-1667","2003","2003-10","","2004-01-13",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2003/02-1667"
"55051",538,760,2003,"Chavez v. Martinez","","538 U.S. 760","2003-05-27","01-1444","2002","2002-10","","2002-12-04",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2002/01-1444"
"55043",537,293,2003,"Federal Communications Commission v. Nextwave Personal Communications, Inc.","","537 U.S. 293","2003-01-27","01-653","2002","2002-10","","2002-10-08",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2002/01-653"
"55072",539,146,2003,"Federal Election Commission v. Beaumont","","539 U.S. 146","2003-06-16","02-403","2002","2002-10","","2003-03-25",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2002/02-403"
"55097",538,600,2003,"Illinois ex rel. Madigan v. Telemarketing Associates, Inc.","","538 U.S. 600","2003-05-05","01-1806","2002","2002-10","","2003-03-03",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2002/01-1806"
"55036",537,129,2003,"Pierce County v. Guillen","","537 U.S. 129","2003-01-14","01-1229","2002","2002-10","","2002-11-04",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2002/01-1229"
"55004",535,234,2002,"Ashcroft v. Free Speech Coalition","","535 U.S. 234","2002-04-16","00-795","2001","2001-10","","2001-10-30",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2001/00-795"
"54962",536,822,2002,"Board of Ed. of Independent School Dist. No. 92 of Pottawatomie Cty. v. Earls","","536 U.S. 822","2002-06-27","01-332","2001","2001-10","","2002-03-19",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2001/01-332"
"54976",534,279,2002,"Equal Employment Opportunity Commission v. Waffle House, Inc.","","534 U.S. 279","2002-01-15","99-1823","2001","2001-10","","2001-10-10",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2001/99-1823"
"54968",535,743,2002,"Federal Maritime Commission v. South Carolina State Ports Authority","","535 U.S. 743","2002-05-28","01-46","2001","2001-10","","2002-02-25",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2001/01-46"
"55028",534,533,2002,"Raygor v. Regents of University of Minnesota","","534 U.S. 533","2002-02-27","00-1514","2001","2001-10","","2001-11-26",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2001/00-1514"
"54910",533,194,2001,"Saucier v. Katz","","533 U.S. 194","2001-06-18","99-1977","2000","2000-10","","2001-03-20",1,0,0,"Paul D. Clement","","loc","https://www.oyez.org/cases/2000/99-1977"
