caseId,volume,page,year,caseTitle,oldCite,usCite,dateDecision,docket,term,termId,issue,dateArgument,daysArgument,votesPetitioner,votesRespondent,advocateName,advocateRole,pdfSource,urlOyez
"54899",532,162,2001,"Texas v. Cobb","","532 U.S. 162","2001-04-02","99-1702","2000","2000-10","right to counsel (cf. indigents appointment of counsel or inadequate representation)","2001-01-16",1,5,4,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2000/99-1702"
"55027",535,106,2002,"Edelman v. Lynchburg College","","535 U.S. 106","2002-03-19","00-1072","2001","2001-10","employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.","2002-01-08",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2001/00-1072"
"54954",536,73,2002,"Chevron U.S.A., Inc. v. Echazabal","","536 U.S. 73","2002-06-10","00-1406","2001","2001-10","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","2002-02-27",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2001/00-1406"
"54954",536,73,2002,"Chevron U.S.A., Inc. v. Echazabal","","536 U.S. 73","2002-06-10","00-1406","2001","2001-10","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","2002-02-27",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2001/00-1406"
"55026",535,685,2002,"Bell v. Cone","","535 U.S. 685","2002-05-28","01-400","2001","2001-10","habeas corpus","2002-03-25",1,8,1,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2001/01-400"
"55026",535,685,2002,"Bell v. Cone","","535 U.S. 685","2002-05-28","01-400","2001","2001-10","habeas corpus","2002-03-25",1,8,1,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2001/01-400"
"55042",538,314,2003,"Archer v. Warner","","538 U.S. 314","2003-03-31","01-1418","2002","2002-10","bankruptcy (except in the context of priority of federal fiscal claims)","2003-01-13",1,7,2,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2002/01-1418"
"55042",538,314,2003,"Archer v. Warner","","538 U.S. 314","2003-03-31","01-1418","2002","2002-10","bankruptcy (except in the context of priority of federal fiscal claims)","2003-01-13",1,7,2,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2002/01-1418"
"55037",538,691,2003,"Breuer v. Jim's Concrete of Brevard, Inc.","","538 U.S. 691","2003-05-19","02-337","2002","2002-10","judicial administration: jurisdiction or authority of federal district courts or territorial courts","2003-04-02",1,0,9,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2002/02-337"
"55037",538,691,2003,"Breuer v. Jim's Concrete of Brevard, Inc.","","538 U.S. 691","2003-05-19","02-337","2002","2002-10","judicial administration: jurisdiction or authority of federal district courts or territorial courts","2003-04-02",1,0,9,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2002/02-337"
"55094",538,822,2003,"Black & Decker Disability Plan v. Nord","","538 U.S. 822","2003-05-27","02-469","2002","2002-10","Employee Retirement Income Security Act (cf. union trust funds)","2003-04-28",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2002/02-469"
"55094",538,822,2003,"Black & Decker Disability Plan v. Nord","","538 U.S. 822","2003-05-27","02-469","2002","2002-10","Employee Retirement Income Security Act (cf. union trust funds)","2003-04-28",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2002/02-469"
"55136",540,526,2004,"Lamie v. United States Trustee","","540 U.S. 526","2004-01-26","02-693","2003","2003-10","attorneys' and governmental employees' or officials' fees or compensation or licenses","2003-11-10",1,0,9,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2003/02-693"
"55136",540,526,2004,"Lamie v. United States Trustee","","540 U.S. 526","2004-01-26","02-693","2003","2003-10","attorneys' and governmental employees' or officials' fees or compensation or licenses","2003-11-10",1,0,9,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2003/02-693"
"55145",541,149,2004,"United States v. Flores-Montano","","541 U.S. 149","2004-03-30","02-1794","2003","2003-10","search and seizure, vehicles","2004-02-25",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2003/02-1794"
"55145",541,149,2004,"United States v. Flores-Montano","","541 U.S. 149","2004-03-30","02-1794","2003","2003-10","search and seizure, vehicles","2004-02-25",1,9,0,"Lisa S. Blatt","","loc","https://www.oyez.org/cases/2003/02-1794"
"55209",543,481,2005,"Stewart v. Dutra Construction Company","","543 U.S. 481","2005-02-22","03-814","2004","2004-10","election of remedies: legal remedies available to injured persons or things","2004-11-01",1,8,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2004/03-814"
"55209",543,481,2005,"Stewart v. Dutra Construction Company","","543 U.S. 481","2005-02-22","03-814","2004","2004-10","election of remedies: legal remedies available to injured persons or things","2004-11-01",1,8,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2004/03-814"
"55244",544,431,2005,"Bates v. Dow Agrosciences LLC","","544 U.S. 431","2005-04-27","03-388","2004","2004-10","federal pre-emption of state court jurisdiction","2005-01-10",1,7,2,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2004/03-388"
"55244",544,431,2005,"Bates v. Dow Agrosciences LLC","","544 U.S. 431","2005-04-27","03-388","2004","2004-10","federal pre-emption of state court jurisdiction","2005-01-10",1,7,2,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2004/03-388"
"55213",545,0,2005,"Mayle v. Felix","","545 U.S. ___","2005-06-23","04-563","2004","2004-10","habeas corpus","2005-04-19",1,7,2,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2004/04-563"
"55213",545,0,2005,"Mayle v. Felix","","545 U.S. ___","2005-06-23","04-563","2004","2004-10","habeas corpus","2005-04-19",1,7,2,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2004/04-563"
"55312",546,142,2005,"Lockhart v. United States","","546 U.S. 142","2005-12-07","04-881","2005","2005-10","judicial administration: untimely filing","2005-11-02",1,0,9,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2005/04-881"
"55312",546,142,2005,"Lockhart v. United States","","546 U.S. 142","2005-12-07","04-881","2005","2005-10","judicial administration: untimely filing","2005-11-02",1,0,9,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2005/04-881"
"55302",547,9,2006,"Scheidler v. National Organization for Women, Inc.","","547 U.S. 9","2006-02-28","04-1244","2005","2005-10","abortion: including contraceptives","2005-11-30",1,8,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2005/04-1244"
"55302",547,9,2006,"Scheidler v. National Organization for Women, Inc.","","547 U.S. 9","2006-02-28","04-1244","2005","2005-10","abortion: including contraceptives","2005-11-30",1,8,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2005/04-1244"
"55399",549,365,2007,"Marrama v. Citizens Bank of Massachusetts","","549 U.S. 365","2007-02-21","05-996","2006","2006-10","bankruptcy (except in the context of priority of federal fiscal claims)","2006-11-06",1,4,5,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2006/05-996"
"55496",553,242,2008,"Gonzalez v. United States","","553 U.S. 242","2008-05-12","06-11612","2007","2007-10","subconstitutional fair procedure: miscellaneous","2008-01-08",1,1,8,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2007/06-11612"
"55500",553,591,2008,"Engquist v. Oregon Department of Agriculture","","553 U.S. 591","2008-06-09","07-474","2007","2007-10","employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.","2008-04-21",1,3,6,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2007/07-474"
"55588",555,0,2009,"Crawford v. Nashville and Davidson County, TN","","555 U.S. ___","2009-01-26","06-1595","2008","2008-10","sex discrimination in employment (cf. sex discrimination)","2008-10-08",1,9,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2008/06-1595"
"55551",556,701,2009,"AT&T Corp. v. Hulteen","","556 U.S. 701","2009-05-18","07-543","2008","2008-10","sex discrimination in employment (cf. sex discrimination)","2008-12-10",1,7,2,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2008/07-543"
"55562",557,0,2009,"Gross v. FBL Financial Services, Inc.","","557 U.S. ___","2009-06-18","08-441","2008","2008-10","employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.","2009-03-31",1,5,4,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2008/08-441"
"55758",562,428,2011,"Henderson v. Shinseki","","562 U.S. 428","2011-03-01","09-1036","2010","2010-10","military: veteran","2010-12-06",1,8,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2010/09-1036"
"55757",563,110,2011,"Astra USA v. Santa Clara County","","563 U.S. 110","2011-03-29","09-1273","2010","2010-10","judicial review of administrative agency's or administrative official's actions and procedures","2011-01-19",1,8,0,"Lisa S. Blatt","","scotusBound","https://www.oyez.org/cases/2010/09-1273"
"55904",568,371,2013,"Marx v. General Revenue Corporation","","568 U.S. 371","2013-02-26","11-1175","2012","2012-10","federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts","2012-11-07",1,2,7,"Lisa S. Blatt","","slipopinion/12","https://www.oyez.org/cases/2012/11-1175"
"55966",570,0,2013,"Adoptive Couple v. Baby Girl","","570 U.S. ___","2013-06-25","12-399","2012","2012-10","Indians (other than pertains to state jurisdiction over)","2013-04-16",1,5,4,"Lisa S. Blatt","","slipopinion/12","https://www.oyez.org/cases/2012/12-399"
"55968",569,614,2013,"Tarrant Regional Water District v. Herrmann","","569 U.S. 614","2013-06-13","11-889","2012","2012-10","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","2013-04-23",1,0,9,"Lisa S. Blatt","","slipopinion/12","https://www.oyez.org/cases/2012/11-889"
"62693",580,0,2016,"Bravo-Fernandez v. United States","","580 U.S. ___","2016-11-29","15-537","2016","2016-10","double jeopardy","2016-10-04",1,0,8,"Lisa S. Blatt","","slipopinion/16","https://www.oyez.org/cases/2016/15-537"
"62783",581,0,2017,"Advocate Health Care Network v. Stapleton","","581 U.S. ___","2017-06-05","16-74","2016","2016-10","Employee Retirement Income Security Act (cf. union trust funds)","2017-03-27",1,8,0,"Lisa S. Blatt","","slipopinion/16","https://www.oyez.org/cases/2016/16-74"
"62992",0,0,0,"BNSF Railway Company v. Loos","","___ U.S. ___","","17-1042","2018","2018-10","","2018-11-06",1,0,0,"Lisa S. Blatt","","slipopinion/18","https://www.oyez.org/cases/2018/17-1042"
"62996",0,0,0,"Carpenter v. Murphy","","___ U.S. ___","","17-1107","2018","2018-10","","2018-11-27",1,0,0,"Lisa S. Blatt","","slipopinion/18","https://www.oyez.org/cases/2018/17-1107"
